name,url,dob,collage,from_year,to_year,pos,height,weight,nba_debut,career_length,g,pts,trb,ast
Rick Hughes,https://www.basketball-reference.com/players/h/hugheri02.html,"August 22, 1973",Thomas More College,2000,2000,F,6-9,235,"November 4, 1999",1 year,21,3.9,2.3,0.4
Robbie Hummel,https://www.basketball-reference.com/players/h/hummero01.html,"March 8, 1989",Purdue,2014,2015,F,6-8,215,"November 1, 2013",2 years,98,3.9,2.7,0.5
John Hummer,https://www.basketball-reference.com/players/h/hummejo01.html,"May 4, 1948",Princeton,1971,1976,F-C,6-9,230,"October 14, 1970",6 years,327,6.9,5.3,1.7
Ryan Humphrey,https://www.basketball-reference.com/players/h/humphry01.html,"July 24, 1979",Oklahoma,2003,2005,F,6-8,235,"October 29, 2002",3 years,85,2.3,2.2,0.2
Isaac Humphries,https://www.basketball-reference.com/players/h/humphis01.html,"January 5, 1998",Kentucky,2019,2019,C,7-0,255,"April 2, 2019",1 year,5,3.0,2.2,0.0
Jay Humphries,https://www.basketball-reference.com/players/h/humphja01.html,"October 17, 1962",Colorado,1985,1995,G,6-3,185,"October 26, 1984",11 years,788,11.1,2.5,5.5
Kris Humphries,https://www.basketball-reference.com/players/h/humphkr01.html,"February 6, 1985",Minnesota,2005,2017,F-C,6-9,235,"November 3, 2004",13 years,800,6.7,5.4,0.7
Hot Rod Hundley,https://www.basketball-reference.com/players/h/hundlho01.html,"October 26, 1934",West Virginia,1958,1963,G,6-4,185,"October 26, 1957",6 years,431,8.4,3.3,3.4
Feron Hunt,https://www.basketball-reference.com/players/h/huntfe01.html,"July 5, 1999",SMU,2022,2022,F,6-8,195,"April 8, 2022",1 year,2,0.0,0.5,0.5
Brandon Hunter,https://www.basketball-reference.com/players/h/huntebr01.html,"November 24, 1980",Ohio University,2004,2005,F,6-7,260,"January 9, 2004",2 years,67,3.3,2.8,0.3
Cedric Hunter,https://www.basketball-reference.com/players/h/huntece01.html,"January 16, 1965",Kansas,1992,1992,G,6-0,180,"February 16, 1992",1 year,1,0.0,0.0,0.0
Chris Hunter,https://www.basketball-reference.com/players/h/huntech01.html,"July 7, 1984",Michigan,2010,2010,F,6-11,240,"November 20, 2009",1 year,60,4.5,2.8,0.6
De'Andre Hunter,https://www.basketball-reference.com/players/h/huntede01.html,"December 2, 1997",Virginia,2020,2023,F,6-8,225,"October 24, 2019",4 years,206,13.9,4.2,1.5
Les Hunter,https://www.basketball-reference.com/players/h/huntele01.html,"August 16, 1942",Loyola Chicago,1965,1973,F-C,6-7,210,"October 17, 1964",7 years,468,12.3,6.9,1.6
Lindsey Hunter,https://www.basketball-reference.com/players/h/hunteli01.html,"December 3, 1970",Alcorn State,1994,2010,G,6-2,170,"November 5, 1993",17 years,937,8.5,2.2,2.7
Othello Hunter,https://www.basketball-reference.com/players/h/hunteot01.html,"May 28, 1986",Ohio State,2009,2010,F,6-8,225,"November 11, 2008",2 years,23,1.4,1.6,0.0
R.J. Hunter,https://www.basketball-reference.com/players/h/hunterj01.html,"October 24, 1993",Georgia State University,2016,2019,G,6-5,185,"November 4, 2015",4 years,45,3.0,1.0,0.4
Steven Hunter,https://www.basketball-reference.com/players/h/huntest01.html,"October 31, 1981",DePaul,2002,2010,C,7-0,220,"October 30, 2001",8 years,400,4.5,3.2,0.2
Vince Hunter,https://www.basketball-reference.com/players/h/huntevi01.html,"August 5, 1994",Texas-El Paso,2018,2018,F,6-8,208,"December 1, 2017",1 year,4,1.5,0.8,0.0
Bobby Hurley,https://www.basketball-reference.com/players/h/hurlebo01.html,"June 28, 1971",Duke,1994,1998,G,6-0,165,"November 5, 1993",5 years,269,3.8,1.1,3.3
Roy Hurley,https://www.basketball-reference.com/players/h/hurlero01.html,"August 12, 1922",Murray State,1947,1947,F-G,6-2,170,"November 1, 1946",1 year,46,5.2,-,0.7
Geoff Huston,https://www.basketball-reference.com/players/h/hustoge01.html,"November 8, 1957",Texas Tech,1980,1987,G,6-2,175,"October 12, 1979",8 years,496,8.8,1.4,5.1
Paul Huston,https://www.basketball-reference.com/players/h/hustopa01.html,"June 2, 1925",Ohio State,1948,1948,F,6-3,175,,1 year,46,3.6,-,0.6
Mel Hutchins,https://www.basketball-reference.com/players/h/hutchme01.html,"November 22, 1928",BYU,1952,1958,F-C,6-6,200,"November 3, 1951",7 years,437,11.1,9.6,3.0
Chandler Hutchison,https://www.basketball-reference.com/players/h/hutchch01.html,"April 26, 1996",Boise State,2019,2022,G,6-6,210,"October 18, 2018",4 years,103,5.4,3.7,0.8
Joe Hutton,https://www.basketball-reference.com/players/h/huttojo01.html,"October 6, 1928",Hamline University,1951,1952,G,6-1,170,"November 1, 1950",2 years,120,2.5,1.6,1.0
Greg Hyder,https://www.basketball-reference.com/players/h/hydergr01.html,"June 21, 1948",Eastern New Mexico University,1971,1971,F,6-6,215,"October 17, 1970",1 year,77,5.4,4.3,0.6
Bones Hyland,https://www.basketball-reference.com/players/h/hylanbo01.html,"September 14, 2000",VCU,2022,2023,G,6-3,173,"October 25, 2021",2 years,125,10.9,2.6,2.9
Marc Iavaroni,https://www.basketball-reference.com/players/i/iavarma01.html,"September 15, 1956",Virginia,1983,1989,F,6-8,210,"October 29, 1982",7 years,531,4.4,3.2,1.0
Serge Ibaka,https://www.basketball-reference.com/players/i/ibakase01.html,"September 18, 1989",None,2010,2023,F-C,6-10,235,"October 30, 2009",14 years,919,12.0,7.1,0.8
Andre Iguodala,https://www.basketball-reference.com/players/i/iguodan01.html,"January 28, 1984",Arizona,2005,2023,F-G,6-6,215,"November 3, 2004",19 years,1231,11.3,4.9,4.2
Zydrunas Ilgauskas,https://www.basketball-reference.com/players/i/ilgauzy01.html,"June 5, 1975",None,1998,2011,C,7-3,238,"October 31, 1997",13 years,843,13.0,7.3,1.1
Mile Ilić,https://www.basketball-reference.com/players/i/ilicmi01.html,"June 2, 1984",None,2007,2007,C,7-1,230,"November 1, 2006",1 year,5,0.0,0.2,0.0
D.J. Mbenga,https://www.basketball-reference.com/players/m/mbengdj01.html,"December 30, 1980",None,2005,2011,C,7-0,245,"November 6, 2004",7 years,234,1.8,1.5,0.2
Ersan İlyasova,https://www.basketball-reference.com/players/i/ilyaser01.html,"May 15, 1987",None,2007,2021,F,6-9,235,"November 1, 2006",13 years,825,10.1,5.6,1.1
Darrall Imhoff,https://www.basketball-reference.com/players/i/imhofda01.html,"October 11, 1938",California,1961,1972,C,6-10,220,"October 20, 1960",12 years,801,7.2,7.6,1.8
Tom Ingelsby,https://www.basketball-reference.com/players/i/ingelto01.html,"February 12, 1951",Villanova,1974,1976,G,6-3,180,"October 9, 1973",3 years,75,3.2,1.3,1.0
Joe Ingles,https://www.basketball-reference.com/players/i/inglejo01.html,"October 2, 1987",None,2015,2023,F-G,6-8,220,"October 29, 2014",9 years,636,8.5,3.2,3.7
Damien Inglis,https://www.basketball-reference.com/players/i/inglida01.html,"May 20, 1995",None,2016,2016,F,6-8,246,"October 28, 2015",1 year,20,1.8,1.6,0.5
Andre Ingram,https://www.basketball-reference.com/players/i/ingraan01.html,"November 19, 1985",American University,2018,2019,G,6-3,190,"April 10, 2018",2 years,6,4.0,1.3,1.2
Brandon Ingram,https://www.basketball-reference.com/players/i/ingrabr01.html,"September 2, 1997",Duke,2017,2023,F,6-8,190,"October 26, 2016",7 years,413,19.2,5.2,4.1
McCoy Ingram,https://www.basketball-reference.com/players/i/ingramc01.html,"August 31, 1931",Jackson State University,1958,1958,F,6-8,210,"January 8, 1958",1 year,24,2.8,4.8,0.8
Ervin Inniger,https://www.basketball-reference.com/players/i/inniger01.html,"January 16, 1945",Indiana,1968,1969,G,6-4,190,,2 years,109,8.8,3.5,1.4
Byron Irvin,https://www.basketball-reference.com/players/i/irvinby01.html,"December 2, 1966",Arkansas,1990,1993,G,6-5,190,"November 7, 1989",3 years,87,5.2,1.4,0.8
George Irvine,https://www.basketball-reference.com/players/i/irvinge01.html,"February 1, 1948",Washington,1971,1976,F-G,6-6,200,,6 years,325,9.5,3.0,1.3
Kyrie Irving,https://www.basketball-reference.com/players/i/irvinky01.html,"March 23, 1992",Duke,2012,2023,G,6-2,195,"December 26, 2011",12 years,671,23.4,3.9,5.7
Jonathan Isaac,https://www.basketball-reference.com/players/i/isaacjo01.html,"October 3, 1997",Florida State,2018,2023,F,6-11,230,"October 18, 2017",4 years,147,9.0,5.3,1.0
Dan Issel,https://www.basketball-reference.com/players/i/isselda01.html,"October 25, 1948",Kentucky,1971,1985,C-F,6-9,235,"October 22, 1976",15 years,1218,22.6,9.1,2.4
Mike Iuzzolino,https://www.basketball-reference.com/players/i/iuzzomi01.html,"January 22, 1968",Penn State,1992,1993,G,5-10,175,"November 1, 1991",2 years,122,9.0,2.0,4.3
Allen Iverson,https://www.basketball-reference.com/players/i/iversal01.html,"June 7, 1975",Georgetown,1997,2010,G,6-0,165,"November 1, 1996",14 years,914,26.7,3.7,6.2
Willie Iverson,https://www.basketball-reference.com/players/i/iverswi01.html,"October 8, 1945",Central Michigan University,1969,1969,G,6-0,180,,1 year,28,4.9,1.6,2.9
Jaden Ivey,https://www.basketball-reference.com/players/i/iveyja01.html,"February 13, 2002",Purdue,2023,2023,G,6-4,195,"October 19, 2022",1 year,74,16.3,3.9,5.2
Royal Ivey,https://www.basketball-reference.com/players/i/iveyro01.html,"December 20, 1981",Texas,2005,2014,G,6-3,200,"November 3, 2004",10 years,492,3.3,1.1,1.0
Elvin Ivory,https://www.basketball-reference.com/players/i/ivoryel01.html,"July 2, 1948",Louisiana,1969,1969,F,6-8,210,,1 year,20,4.4,3.3,0.5
Wes Iwundu,https://www.basketball-reference.com/players/i/iwundwe01.html,"December 20, 1994",Kansas State,2018,2022,F,6-6,195,"October 21, 2017",5 years,226,4.4,2.5,0.9
Warren Jabali,https://www.basketball-reference.com/players/j/jabalwa01.html,"August 29, 1946",Wichita State,1969,1975,G-F,6-2,200,,7 years,447,17.1,6.7,5.3
Jarrett Jack,https://www.basketball-reference.com/players/j/jackja01.html,"October 28, 1983",Georgia Tech,2006,2018,G,6-3,200,"November 2, 2005",13 years,867,10.8,2.9,4.6
Aaron Jackson,https://www.basketball-reference.com/players/j/jacksaa01.html,"May 6, 1986",Duquesne,2018,2018,G,6-4,185,"April 11, 2018",1 year,1,8.0,3.0,1.0
Al Jackson,https://www.basketball-reference.com/players/j/jacksal01.html,"July 29, 1943",Wilberforce University,1968,1968,G,6-1,185,"October 17, 1967",1 year,2,0.0,0.0,0.5
Bobby Jackson,https://www.basketball-reference.com/players/j/jacksbo01.html,"March 13, 1973",Minnesota,1998,2009,G,6-1,185,"October 31, 1997",12 years,755,9.7,3.1,2.6
Cedric Jackson,https://www.basketball-reference.com/players/j/jacksce01.html,"March 5, 1986",St. John's,2010,2010,G,6-3,191,"January 23, 2010",1 year,12,1.7,0.7,1.2
Darnell Jackson,https://www.basketball-reference.com/players/j/jacksda01.html,"November 7, 1985",Kansas,2009,2011,F,6-9,253,"November 25, 2008",3 years,138,2.2,1.5,0.2
Demetrius Jackson,https://www.basketball-reference.com/players/j/jacksde01.html,"September 7, 1994",Notre Dame,2017,2019,G,6-1,201,"November 6, 2016",3 years,26,1.8,0.7,0.7
Frank Jackson,https://www.basketball-reference.com/players/j/jacksfr01.html,"May 4, 1998",Duke,2019,2023,G,6-3,205,"October 17, 2018",5 years,214,8.5,1.8,1.0
Greg Jackson,https://www.basketball-reference.com/players/j/jacksgr01.html,"August 2, 1952",Guilford College,1975,1975,G,6-0,180,"October 17, 1974",1 year,49,3.7,1.4,2.0
Isaiah Jackson,https://www.basketball-reference.com/players/j/jacksis01.html,"January 10, 2002",Kentucky,2022,2023,C-F,6-10,206,"October 23, 2021",2 years,99,7.6,4.4,0.6
Jaren Jackson,https://www.basketball-reference.com/players/j/jacksja01.html,"October 27, 1967",Georgetown,1990,2002,G-F,6-4,190,"November 3, 1989",12 years,431,5.5,1.8,1.2
Jaren Jackson Jr.,https://www.basketball-reference.com/players/j/jacksja02.html,"September 15, 1999",Michigan State,2019,2023,F,6-11,242,"October 17, 2018",5 years,267,16.4,5.5,1.1
Jermaine Jackson,https://www.basketball-reference.com/players/j/jacksje01.html,"June 7, 1976",Detroit Mercy,2000,2006,G,6-4,204,"November 13, 1999",5 years,135,1.9,1.1,1.4
Jim Jackson,https://www.basketball-reference.com/players/j/jacksji01.html,"October 14, 1970",Ohio State,1993,2006,G,6-6,220,"March 5, 1993",14 years,885,14.3,4.7,3.2
Josh Jackson,https://www.basketball-reference.com/players/j/jacksjo02.html,"February 10, 1997",Kansas,2018,2022,F-G,6-8,207,"October 18, 2017",5 years,291,11.3,4.0,1.8
Justin Jackson,https://www.basketball-reference.com/players/j/jacksju01.html,"March 28, 1995",UNC,2018,2023,G-F,6-8,220,"October 18, 2017",6 years,278,6.0,2.4,1.0
Luke Jackson,https://www.basketball-reference.com/players/j/jackslu01.html,"October 31, 1941",University of Texas Rio Grande Valley,1965,1972,F-C,6-9,240,"October 27, 1964",8 years,522,9.9,8.8,1.6
Luke Jackson,https://www.basketball-reference.com/players/j/jackslu02.html,"November 6, 1981",Oregon,2005,2008,F,6-7,215,"November 6, 2004",4 years,73,3.5,1.2,0.8
Marc Jackson,https://www.basketball-reference.com/players/j/jacksma02.html,"January 16, 1975",VCU,2001,2007,C,6-10,270,"November 2, 2000",7 years,387,8.4,4.3,0.8
Mark Jackson,https://www.basketball-reference.com/players/j/jacksma01.html,"April 1, 1965",St. John's,1988,2004,G,6-1,180,"November 6, 1987",17 years,1296,9.6,3.8,8.0
Merv Jackson,https://www.basketball-reference.com/players/j/jacksme01.html,"August 15, 1946",Utah,1969,1973,G,6-3,175,,5 years,262,11.6,3.3,3.1
Michael Jackson,https://www.basketball-reference.com/players/j/jacksmi02.html,"July 13, 1964",Georgetown,1988,1990,G,6-2,183,"November 6, 1987",3 years,89,2.1,0.8,2.2
Mike Jackson,https://www.basketball-reference.com/players/j/jacksmi01.html,"July 31, 1949",Allan Hancock College,1973,1976,F,6-7,215,,4 years,264,10.2,5.7,1.0
Myron Jackson,https://www.basketball-reference.com/players/j/jacksmy01.html,"May 6, 1964",Little Rock,1987,1987,G,6-3,185,"October 31, 1986",1 year,8,1.4,0.4,0.8
Phil Jackson,https://www.basketball-reference.com/players/j/jacksph01.html,"September 17, 1945",University of North Dakota,1968,1980,F-C,6-8,220,"October 17, 1967",12 years,807,6.7,4.3,1.1
Pierre Jackson,https://www.basketball-reference.com/players/j/jackspi01.html,"August 29, 1991",Baylor,2017,2017,G,5-10,180,"December 27, 2016",1 year,8,4.4,1.1,2.4
Quenton Jackson,https://www.basketball-reference.com/players/j/jacksqu01.html,"September 15, 1998",Texas A&M,2023,2023,G,6-5,175,"February 11, 2023",1 year,9,6.2,0.9,1.7
Ralph Jackson,https://www.basketball-reference.com/players/j/jacksra01.html,"October 26, 1962",UCLA,1985,1985,G,6-2,190,"November 7, 1984",1 year,1,2.0,1.0,4.0
Randell Jackson,https://www.basketball-reference.com/players/j/jacksra02.html,"January 16, 1976",Florida State,1999,2000,F,6-11,215,"February 5, 1999",2 years,28,4.1,1.9,0.3
Reggie Jackson,https://www.basketball-reference.com/players/j/jacksre01.html,"April 16, 1990",Boston College,2012,2023,G,6-2,208,"December 31, 2011",12 years,771,12.8,2.9,4.2
Stanley Jackson,https://www.basketball-reference.com/players/j/jacksst01.html,"October 10, 1970",UAB,1994,1994,G,6-3,185,"December 4, 1993",1 year,17,2.2,1.6,0.9
Stephen Jackson,https://www.basketball-reference.com/players/j/jacksst02.html,"April 5, 1978",Butler County Community College,2001,2014,F-G,6-8,218,"October 31, 2000",14 years,858,15.1,3.9,3.1
Tony Jackson,https://www.basketball-reference.com/players/j/jacksto01.html,"November 7, 1942",St. John's,1968,1969,F-G,6-4,200,,2 years,138,15.9,5.4,2.0
Tony Jackson,https://www.basketball-reference.com/players/j/jacksto02.html,"January 17, 1958",Florida State,1981,1981,G,6-0,170,"November 7, 1980",1 year,2,1.0,1.0,1.0
Tracy Jackson,https://www.basketball-reference.com/players/j/jackstr01.html,"April 21, 1959",Notre Dame,1982,1984,G-F,6-6,205,"October 30, 1981",3 years,129,5.4,1.9,1.0
Wardell Jackson,https://www.basketball-reference.com/players/j/jackswa01.html,"July 18, 1951",Ohio State,1975,1975,F,6-7,200,"October 17, 1974",1 year,56,4.3,2.4,0.5
Fred Jacobs,https://www.basketball-reference.com/players/j/jacobfr01.html,"December 2, 1922",Denver,1947,1947,F,6-3,175,"November 2, 1946",1 year,18,2.8,-,0.3
Casey Jacobsen,https://www.basketball-reference.com/players/j/jacobca01.html,"March 19, 1981",Stanford,2003,2008,G-F,6-6,215,"October 30, 2002",4 years,287,5.2,1.8,1.1
Sam Jacobson,https://www.basketball-reference.com/players/j/jacobsa01.html,"July 22, 1975",Minnesota,1999,2001,G-F,6-4,215,"February 11, 1999",3 years,68,4.2,1.2,0.5
Dave Jamerson,https://www.basketball-reference.com/players/j/jamerda01.html,"August 13, 1967",Ohio University,1991,1994,G-F,6-5,190,"November 2, 1990",3 years,90,3.4,0.9,0.7
Aaron James,https://www.basketball-reference.com/players/j/jamesaa01.html,"October 5, 1952",Grambling State University,1975,1979,F,6-8,210,"October 18, 1974",5 years,356,10.8,4.1,1.0
Bernard James,https://www.basketball-reference.com/players/j/jamesbe01.html,"February 7, 1985",Florida State,2013,2015,C,6-10,240,"October 31, 2012",3 years,92,2.2,2.3,0.1
Billy James,https://www.basketball-reference.com/players/j/jamesbi01.html,"February 11, 1950",Marshall,1974,1974,G,6-3,185,,1 year,1,2.0,0.0,1.0
Damion James,https://www.basketball-reference.com/players/j/jamesda01.html,"October 7, 1987",Texas,2011,2014,G-F,6-7,225,"October 27, 2010",4 years,39,3.8,3.4,0.7
Gene James,https://www.basketball-reference.com/players/j/jamesge01.html,"February 15, 1925",Marshall,1949,1951,F,6-4,180,"February 17, 1949",3 years,88,3.4,2.9,1.1
Henry James,https://www.basketball-reference.com/players/j/jameshe01.html,"July 29, 1965",South Plains College,1991,1998,F,6-8,220,"January 2, 1991",7 years,212,6.1,1.5,0.4
Jerome James,https://www.basketball-reference.com/players/j/jamesje01.html,"November 17, 1975",Florida A&M,1999,2009,C,7-0,300,"February 5, 1999",9 years,358,4.3,3.1,0.3
Justin James,https://www.basketball-reference.com/players/j/jamesju01.html,"January 24, 1997",Wyoming,2020,2021,G,6-7,190,"October 25, 2019",2 years,72,3.2,0.9,0.6
LeBron James,https://www.basketball-reference.com/players/j/jamesle01.html,"December 30, 1984",None,2004,2023,F-G,6-9,250,"October 29, 2003",20 years,1421,27.2,7.5,7.3
Mike James,https://www.basketball-reference.com/players/j/jamesmi01.html,"June 23, 1975",Duquesne,2002,2014,G,6-2,188,"December 23, 2001",12 years,595,9.9,2.2,3.5
Mike James,https://www.basketball-reference.com/players/j/jamesmi02.html,"August 18, 1990",Lamar,2018,2021,G,6-1,189,"October 18, 2017",2 years,49,8.9,2.5,3.7
Tim James,https://www.basketball-reference.com/players/j/jamesti01.html,"December 26, 1976",Miami (FL),2000,2002,F,6-7,212,"January 25, 2000",3 years,43,1.6,1.1,0.3
Antawn Jamison,https://www.basketball-reference.com/players/j/jamisan01.html,"June 12, 1976",UNC,1999,2014,F,6-8,223,"February 6, 1999",16 years,1083,18.5,7.5,1.6
Harold Jamison,https://www.basketball-reference.com/players/j/jamisha01.html,"November 20, 1976",Clemson,2000,2002,F,6-8,260,"December 3, 1999",2 years,37,1.9,1.6,0.3
John Janisch,https://www.basketball-reference.com/players/j/janisjo01.html,"March 15, 1920",Valparaiso,1947,1948,F-G,6-3,200,"November 2, 1946",2 years,70,10.5,-,0.7
Howie Janotta,https://www.basketball-reference.com/players/j/janotho01.html,"October 19, 1924",Seton Hall,1950,1950,F,6-3,185,"December 25, 1949",1 year,9,3.4,-,0.4
